,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4481,Blondie,,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,8,0.79,0.79,0.79,0.79,478,0.88,"Ingleburn, Sydney, Campbelltown City Council, 2565, New South Wales, Australia",-33.990684245454545,150.8593788242424
4482,Aloysius,Killingsworth,Male,89,1957-02-14,VP Quality Control,,Mass Customer,N,No,12,9,0.9,0.9,1.125,0.95625,478,0.88,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4483,Carola,Philler,Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,N,No,15,7,1.05,1.05,1.05,1.05,478,0.88,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4484,Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,7,0.83,1.0375,1.0375,0.8818749999999999,478,0.88,"Essendon, Melbourne, City of Moonee Valley, 3040, Victoria, Australia",-37.750057084210525,144.9183687877193
4485,Ingmar,Okenden,Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,2,0.64,0.8,1.0,0.85,478,0.88,"Belmont, Geelong, City of Greater Geelong, 3216, Victoria, Australia",-38.17780916218679,144.33467780546695
4486,Tina,Dunstan,Female,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,N,No,13,7,1.04,1.04,1.04,1.04,483,0.8765625,"West Hoxton, Sydney, Liverpool City Council, 2171, New South Wales, Australia",-33.928422025,150.8455841675
4487,Huberto,Mollatt,Male,82,1961-08-27,Programmer IV,,Mass Customer,N,Yes,14,7,0.93,1.1625,1.453125,1.23515625,483,0.8765625,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735
4488,Georgi,,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,4,1.06,1.06,1.06,1.06,485,0.8755,"Rippleside, City of Greater Geelong, 3215, Victoria, Australia",-38.124826355649716,144.35287963347457
4489,Adolpho,Bellerby,Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,N,Yes,13,4,1.1,1.375,1.375,1.375,486,0.875,"Ipswich, Greater Brisbane, 4305, Queensland, Australia",-27.63190560792683,152.7519049567073
4490,Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,6,0.86,0.86,0.86,0.86,486,0.875,"Mount Eliza, Melbourne, Shire of Mornington Peninsula, 3930, Victoria, Australia",-38.181527043169396,145.09021552349728
4491,Lucien,,Male,83,1966-09-14,,Financial Services,High Net Worth,N,Yes,19,3,0.59,0.7374999999999999,0.921875,0.921875,486,0.875,"Ipswich, Greater Brisbane, 4305, Queensland, Australia",-27.63190560792683,152.7519049567073
4492,Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,,High Net Worth,N,Yes,6,1,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,486,0.875,"Shepparton, City of Greater Shepparton, 3630, Victoria, Australia",-36.39465728652482,145.40824810496454
4493,Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,,Affluent Customer,N,Yes,10,3,0.92,1.15,1.15,1.15,486,0.875,"Medowie, Port Stephens Council, 2318, New South Wales, Australia",-32.763508192753626,151.87877661594203
4494,Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9,0.85,1.0625,1.328125,1.12890625,486,0.875,"Tahmoor, Wollondilly Shire Council, 2573, New South Wales, Australia",-34.227337708,150.58690805999998
4495,Dawn,Pyffe,Female,56,1965-05-28,Media Manager III,Retail,Mass Customer,N,No,11,8,0.6,0.6,0.6,0.51,492,0.8712499999999999,"Boronia, Melbourne, City of Knox, 3155, Victoria, Australia",-37.86239128047619,145.26078493103176
4496,Claudette,Renackowna,Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,N,No,2,8,0.98,0.98,0.98,0.833,492,0.8712499999999999,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975
4497,Elianora,Poolton,Female,15,1944-06-14,Programmer II,,Mass Customer,N,Yes,21,9,0.84,1.05,1.3125,1.115625,494,0.867,"Ringwood, Melbourne, City of Maroondah, 3134, Victoria, Australia",-37.812032118818685,145.22561935737178
4498,Park,,Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,N,No,14,7,0.59,0.59,0.59,0.59,495,0.86328125,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4499,Anthony,Lindstrom,Male,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,10,0.48,0.6,0.75,0.75,495,0.86328125,"Turrella, St George, Sydney, Bayside Council, 2205, New South Wales, Australia",-33.931443199442384,151.1429007210037
4500,Liane,Poizer,Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,N,No,13,11,0.89,0.89,1.1125,1.1125,495,0.86328125,"Wahroonga, Sydney, Ku-ring-gai Council, 2076, New South Wales, Australia",-33.7143721,151.1136189826087
4501,Romonda,Hallt,Female,69,1960-05-09,Operator,,Affluent Customer,N,No,15,4,0.54,0.54,0.54,0.54,498,0.8606250000000001,"Lismore City Council, 2480, New South Wales, Australia",-28.744889709197654,153.28644421409
4502,Sula,Thomann,Female,56,1989-03-17,Assistant Manager,,Mass Customer,N,No,6,9,0.73,0.73,0.9125,0.775625,498,0.8606250000000001,"Merrylands, Sydney, Cumberland City Council, 2160, New South Wales, Australia",-33.832454518823525,150.9796508117647
4503,Renell,Earley,Female,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,5,0.97,1.2125,1.2125,1.030625,500,0.86,"Bulimba, Greater Brisbane, 4171, Queensland, Australia",-27.455870752434187,153.06117781869816
4504,Cliff,Philipsson,Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,10,0.87,0.87,1.0875,0.924375,500,0.86,"Mount Waverley, Melbourne, City of Monash, 3149, Victoria, Australia",-37.882926468264706,145.13663315214706
4505,Clevey,Aisthorpe,Male,27,1976-09-20,Software Consultant,,Mass Customer,N,Yes,8,9,0.94,1.175,1.46875,1.2484375,502,0.8584999999999999,"Pyrmont, Sydney, Council of the City of Sydney, 2009, New South Wales, Australia",-33.86993744155844,151.19277017272728
4506,Cariotta,,Female,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,7,1.06,1.325,1.325,1.325,502,0.8584999999999999,"Albion Park, Shellharbour City Council, 2527, New South Wales, Australia",-34.57737459761905,150.7751717952381
4507,George,Jose,Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,4,0.86,1.075,1.075,1.075,504,0.8500000000000001,"Sun Valley, Gladstone Regional, 4680, Queensland, Australia",-23.88059455732484,151.257054888535
4508,Kissiah,Foat,Female,30,1975-09-11,Graphic Designer,,Mass Customer,N,Yes,19,9,0.78,0.975,1.21875,1.0359375,504,0.8500000000000001,"Lake Macquarie City Council, 2281, New South Wales, Australia",-33.10596604347826,151.63335041304347
4509,Milty,Brauninger,Male,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,N,No,11,7,0.69,0.69,0.69,0.69,504,0.8500000000000001,"Albury, Albury City Council, 2640, New South Wales, Australia",-36.08442952193627,146.9198178882353
4510,Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,,Affluent Customer,N,No,4,7,0.97,0.97,0.97,0.97,507,0.85,"Hallam, Melbourne, City of Casey, 3803, Victoria, Australia",-38.0088494,145.27003892000002
4511,Fredia,Favelle,Female,94,1974-08-29,Teacher,,Mass Customer,N,Yes,19,8,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,507,0.85,"Banyo, Greater Brisbane, 4014, Queensland, Australia",-27.374862635222293,153.0787849629618
4512,Katleen,Arnoult,Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,9,0.62,0.775,0.96875,0.8234374999999999,507,0.85,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238
4513,Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,,Affluent Customer,N,No,9,11,0.58,0.58,0.725,0.725,507,0.85,"Maroubra, Sydney, Randwick City Council, 2035, New South Wales, Australia",-33.94194296551724,151.2362829
4514,Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,8,0.46,0.46,0.46,0.391,507,0.85,"Greenfield Park, Sydney, Fairfield City Council, 2176, New South Wales, Australia",-33.87290172272728,150.89283182727272
4515,Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,9,0.91,0.91,1.1375,1.1375,507,0.85,"Wantirna South, Melbourne, City of Knox, 3152, Victoria, Australia",-37.8685622346357,145.231173572286
4516,Adriane,Richardson,Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,N,No,9,8,0.55,0.55,0.6875,0.6875,513,0.8415,"Northcote, Melbourne, City of Darebin, 3070, Victoria, Australia",-37.775803399709304,145.00165119796512
4517,Jodi,Lermit,Female,94,1954-01-30,,Health,Mass Customer,N,Yes,10,2,0.85,1.0625,1.328125,1.12890625,513,0.8415,"Kippa-Ring, Greater Brisbane, City of Moreton Bay, 4021, Queensland, Australia",-27.226748071428574,153.0873275
4518,Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,9,1.04,1.3,1.625,1.38125,515,0.839375,"North Stradbroke Island, Greater Brisbane, Redland City, 4183, Queensland, Australia",-27.44358971,153.49313686
4519,Andee,Huke,Female,91,1971-06-28,,Manufacturing,Mass Customer,N,No,9,2,1.08,1.08,1.35,1.1475,515,0.839375,"Heyfield, Shire of Wellington, 3858, Victoria, Australia",-37.96505183076923,146.774466825
4520,Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,N,Yes,5,9,0.76,0.95,1.1875,1.009375,515,0.839375,"Surry Hills, Sydney, Council of the City of Sydney, 2010, New South Wales, Australia",-33.88344055090909,151.2136974878788
4521,Zabrina,Margram,Female,87,1964-05-15,,Manufacturing,High Net Worth,N,Yes,11,8,0.71,0.8875,1.109375,1.109375,515,0.839375,"Everton Park, Brisbane City, 4053, Queensland, Australia",-27.400341640507786,152.99259794829774
4522,Maddalena,Angood,Female,79,1999-07-28,,Manufacturing,Affluent Customer,N,No,12,4,0.86,0.86,0.86,0.86,515,0.839375,"Rutherford, Newcastle-Maitland, Maitland City Council, 2320, New South Wales, Australia",-32.71527579095331,151.48495248628404
4523,Sofie,Worsfold,Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,N,Yes,9,6,1.1,1.375,1.71875,1.4609375,520,0.8375,"Park Ridge, Greater Brisbane, 4125, Queensland, Australia",-27.7055463444668,153.06605414305835
4524,Elmira,Vasilyev,Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,9,0.76,0.76,0.95,0.95,520,0.8375,"Ultimo, Sydney, Council of the City of Sydney, 2007, New South Wales, Australia",-33.88002094444444,151.19753476419754
4525,Free,Rowland,Male,42,1956-05-17,,,Mass Customer,N,Yes,12,8,0.58,0.725,0.725,0.61625,520,0.8375,"Mount Evelyn, Melbourne, Shire of Yarra Ranges, 3796, Victoria, Australia",-37.790184789171974,145.38067994203823
4526,Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,12,0.56,0.56,0.7000000000000001,0.7000000000000001,520,0.8375,"Sydney, Council of the City of Sydney, 2000, New South Wales, Australia",-33.86953581253012,151.2067318185542
4527,Bailey,Bereford,Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,6,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,524,0.83671875,"Port Macquarie, Port Macquarie-Hastings Council, 2444, New South Wales, Australia",-31.450577566292136,152.88563635337078
4528,Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,7,0.7,0.875,0.875,0.875,524,0.83671875,"Boronia, Melbourne, City of Knox, 3155, Victoria, Australia",-37.86239128047619,145.26078493103176
4529,Antony,Tuma,Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,10,1.1,1.375,1.71875,1.71875,526,0.833,"Alphington, Melbourne, City of Darebin, 3078, Victoria, Australia",-37.781420204,145.028272204
4530,Corene,Hallgate,Female,26,1964-11-06,,Financial Services,Mass Customer,N,Yes,14,12,0.7,0.875,1.09375,0.9296875,526,0.833,"Balwyn, Melbourne, City of Boroondara, 3103, Victoria, Australia",-37.809507689830504,145.08143109830507
4531,Nico,Chadwick,Male,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,8,0.77,0.77,0.9625,0.9625,526,0.833,"Highett, Melbourne, City of Bayside, 3190, Victoria, Australia",-37.95311834612245,145.0371776534694
4532,Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,,High Net Worth,N,No,9,9,1.02,1.02,1.275,1.275,529,0.83,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536
4533,Ivy,Farr,Female,56,1973-07-03,Office Assistant IV,IT,High Net Worth,N,No,19,11,0.58,0.58,0.725,0.725,530,0.8287500000000001,"Thornleigh, Sydney, The Council of the Shire of Hornsby, 2120, New South Wales, Australia",-33.72917043783784,151.07704645405406
4534,Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,,Mass Customer,N,No,12,4,0.89,0.89,0.89,0.7565,530,0.8287500000000001,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763
4535,Amabel,,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,6,0.6,0.75,0.75,0.6375,530,0.8287500000000001,"Auburn, Sydney, Cumberland City Council, 2144, New South Wales, Australia",-33.852195029545456,151.02934721363638
4536,Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,8,0.7,0.7,0.7,0.595,530,0.8287500000000001,"North Melbourne, Melbourne, City of Melbourne, 3051, Victoria, Australia",-37.801343718097016,144.9491405522388
4537,Jim,Haddrell,Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,N,No,9,3,0.82,0.82,0.82,0.697,530,0.8287500000000001,"Uralla, Uralla Shire Council, 2358, New South Wales, Australia",-30.62423555,151.464587309375
4538,Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,8,0.67,0.8375,0.8375,0.8375,530,0.8287500000000001,"Hawthorn, Melbourne, City of Boroondara, 3122, Victoria, Australia",-37.82555367970112,145.03332694557906
4539,Gretel,Paschke,Female,10,1956-05-29,Editor,Financial Services,Mass Customer,N,Yes,17,7,0.76,0.95,0.95,0.8075,536,0.8250000000000001,"Mount Ommaney, Greater Brisbane, 4074, Queensland, Australia",-27.550620099175912,152.92531438875858
4540,Jethro,Mertel,Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,N,Yes,15,6,0.81,1.0125,1.0125,0.8606250000000001,536,0.8250000000000001,"Budgewoi, Central Coast Council, 2262, New South Wales, Australia",-33.22919529259259,151.5433024
4541,Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,8,1.05,1.05,1.05,1.05,536,0.8250000000000001,"Altona Meadows, Melbourne, City of Hobsons Bay, 3028, Victoria, Australia",-37.87507051873508,144.76626202678997
4542,Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,7,0.66,0.66,0.66,0.66,536,0.8250000000000001,"Elsternwick, Melbourne, City of Glen Eira, 3185, Victoria, Australia",-37.881301675,145.00134058611113
4543,Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,12,0.82,0.82,1.025,0.8712499999999999,536,0.8250000000000001,"Kogarah, St George, Sydney, Georges River Council, 2217, New South Wales, Australia",-33.97418083728814,151.13714098644067
4544,Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,10,0.86,0.86,1.075,1.075,536,0.8250000000000001,"Five Dock, Inner West, Sydney, City of Canada Bay Council, 2046, New South Wales, Australia",-33.86407893225806,151.12736497096773
4545,Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,5,0.66,0.66,0.66,0.66,536,0.8250000000000001,"Murphys Creek, Lockyer Valley Regional, 4352, Queensland, Australia",-27.47489170810811,151.9876341945946
4546,Elvira,Darthe,Female,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,9,0.58,0.58,0.725,0.725,536,0.8250000000000001,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716
4547,Angie,Tansley,Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,N,No,8,7,0.82,0.82,0.82,0.697,544,0.8245,"Port Macquarie, Port Macquarie-Hastings Council, 2444, New South Wales, Australia",-31.450577566292136,152.88563635337078
4548,Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,6,0.89,1.1125,1.1125,1.1125,544,0.8245,"Frankston North, Melbourne, City of Frankston, 3200, Victoria, Australia",-38.1228524,145.1609788
4549,Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,12,0.5,0.5,0.625,0.53125,546,0.8234374999999999,"Gladesville, Sydney, Council of the City of Ryde, 2111, New South Wales, Australia",-33.834665338461534,151.13145686538462
4550,Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,7,0.52,0.52,0.65,0.5525,546,0.8234374999999999,"Kotara, Newcastle-Maitland, Newcastle City Council, 2289, New South Wales, Australia",-32.94104969473685,151.70896056666666
4551,Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,10,0.5,0.625,0.78125,0.78125,546,0.8234374999999999,"North Parramatta, Sydney, City of Parramatta Council, 2151, New South Wales, Australia",-33.79891945270833,151.00789812770833
4552,Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,9,0.54,0.54,0.675,0.675,549,0.82,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264
4553,Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,12,0.41,0.5125,0.640625,0.640625,549,0.82,"St Ives, Sydney, Ku-ring-gai Council, 2075, New South Wales, Australia",-33.72460685223881,151.16111380547264
4554,Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,9,1.05,1.3125,1.640625,1.640625,551,0.818125,"Heidelberg Heights, Melbourne, City of Banyule, 3081, Victoria, Australia",-37.73602758211382,145.04962472845529
4555,Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,6,0.55,0.6875,0.859375,0.859375,552,0.816,"South Maclean, Greater Brisbane, 4280, Queensland, Australia",-27.811029426086957,152.97775998043477
4556,Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,3,1.0,1.25,1.25,1.0625,552,0.816,"Redbank Plains, Greater Brisbane, 4301, Queensland, Australia",-27.63144824718101,152.86786219881304
4557,Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,6,0.96,0.96,0.96,0.96,552,0.816,"Woodberry, Newcastle-Maitland, Maitland City Council, 2322, New South Wales, Australia",-32.79315640845948,151.66476013704363
4558,Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,555,0.8125,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091
4559,Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,7,0.57,0.57,0.57,0.57,555,0.8125,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393
4560,Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,3,0.48,0.48,0.48,0.48,555,0.8125,"Rockbank, Melbourne, City of Melton, 3335, Victoria, Australia",-37.72691188421053,144.65474682631577
4561,Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,9,0.87,0.87,1.0875,1.0875,555,0.8125,"Cordeaux Heights, Wollongong City Council, 2526, New South Wales, Australia",-34.441239932258064,150.8306849903226
4562,Davidde,Cockroft,Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,N,No,8,12,1.05,1.05,1.3125,1.3125,555,0.8125,"Dural, Sydney, The Hills Shire Council, 2158, New South Wales, Australia",-33.70632882941176,151.0289754254902
4563,Charlie,Dmych,Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,N,No,13,6,0.83,0.83,0.83,0.83,555,0.8125,"Central Coast Council, 2263, New South Wales, Australia",-33.25735617045454,151.52765257954545
4564,Donn,Chaney,Male,15,1951-01-29,Research Assistant II,,Mass Customer,N,No,13,3,0.44,0.44,0.44,0.374,561,0.81015625,"Frenchville, Rockhampton Regional, 4701, Queensland, Australia",-23.346988230434782,150.5345745673913
4565,Kamila,Parsonage,Female,80,1954-03-08,,Property,Mass Customer,N,No,5,8,0.9,0.9,0.9,0.765,562,0.81,"Loganlea, Greater Brisbane, 4131, Queensland, Australia",-27.674654142424245,153.132486669697
4566,Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,10,0.49,0.6125,0.765625,0.65078125,563,0.8075,"Samford Valley, Greater Brisbane, City of Moreton Bay, 4520, Queensland, Australia",-27.370832762279885,152.86558132177942
4567,Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,10,0.57,0.57,0.7124999999999999,0.7124999999999999,563,0.8075,"Cremorne, Sydney, North Sydney Council, 2090, New South Wales, Australia",-33.83030669,151.22585685
4568,Olive,Mozzi,Female,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,N,Yes,20,9,0.85,1.0625,1.328125,1.328125,563,0.8075,"Narellan, Sydney, Camden Council, 2567, New South Wales, Australia",-34.04271035185185,150.74377934074076
4569,Benedict,Rosas,Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,N,Yes,15,6,0.92,1.15,1.15,1.15,563,0.8075,"Granville, Sydney, Cumberland City Council, 2142, New South Wales, Australia",-33.83015407352941,151.0137041617647
4570,Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,10,0.61,0.7625,0.953125,0.953125,563,0.8075,"Vaucluse, Sydney, Woollahra Municipal Council, 2030, New South Wales, Australia",-33.8650878,151.278239725
4571,Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,7,0.83,1.0375,1.0375,0.8818749999999999,568,0.8,"Doveton, Melbourne, City of Casey, 3177, Victoria, Australia",-37.987645779242,145.23997983685675
4572,Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,1,0.78,0.78,0.975,0.8287500000000001,568,0.8,"Blackwater, Central Highlands Regional, 4717, Queensland, Australia",-23.5790454,148.886176825
4573,Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,7,0.92,1.15,1.15,0.9775,568,0.8,"Springbrook, Gold Coast City, 4213, Queensland, Australia",-28.16922742037037,153.28815292330245
4574,Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,568,0.8,"Cobbitty, Camden Council, 2570, New South Wales, Australia",-34.01362313045977,150.7177027270115
4575,Esdras,Birchett,Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,9,0.87,1.0875,1.359375,1.15546875,568,0.8,"Ourimbah, Central Coast Council, 2258, New South Wales, Australia",-33.349844529268296,151.37162832926828
4576,Wilfrid,Gertray,Male,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,8,0.47,0.47,0.47,0.3995,568,0.8,"Eastern Creek, Sydney, Blacktown City Council, 2766, New South Wales, Australia",-33.78605284736842,150.8475956157895
4577,Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,7,0.78,0.975,0.975,0.975,574,0.7989999999999999,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372
4578,Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,7,0.76,0.76,0.76,0.646,575,0.796875,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575
4579,Kirsteni,Gritskov,Female,66,1998-05-12,,,Mass Customer,N,No,4,7,0.58,0.58,0.58,0.4929999999999999,575,0.796875,"Bradbury, Sydney, Campbelltown City Council, 2560, New South Wales, Australia",-34.0904010264,150.80978945680002
4580,Bobby,Summersby,Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,N,No,7,2,0.8,0.8,1.0,1.0,575,0.796875,"Lake Wendouree, Ballarat, City of Ballarat, 3350, Victoria, Australia",-37.551475919091175,143.83133114550017
4581,Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,9,0.97,1.2125,1.515625,1.515625,575,0.796875,"Merrylands, Sydney, Cumberland City Council, 2160, New South Wales, Australia",-33.832454518823525,150.9796508117647
4582,Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,9,1.1,1.1,1.375,1.16875,575,0.796875,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4583,Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,,Mass Customer,N,Yes,13,8,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,575,0.796875,"Vermont South, Melbourne, City of Whitehorse, 3133, Victoria, Australia",-37.85862752942503,145.18368073483654
4584,Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,10,0.89,0.89,1.1125,0.945625,575,0.796875,"Double Bay, Eastern Suburbs, Sydney, Woollahra Municipal Council, 2028, New South Wales, Australia",-33.87798224770318,151.24312996819788
4585,Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,8,0.97,1.2125,1.2125,1.2125,582,0.79,"Little Mountain, Sunshine Coast Regional, 4551, Queensland, Australia",-26.779705366836737,153.10097442210883
4586,Judie,Pirkis,Female,2,1995-07-18,Recruiter,,Affluent Customer,N,Yes,4,11,0.45,0.5625,0.703125,0.703125,583,0.7875,"Gladesville, Sydney, Council of the City of Ryde, 2111, New South Wales, Australia",-33.834665338461534,151.13145686538462
