,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,date_product_first_sold,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
20197,,,3691,,,,,,,,,,,,Mathew,Seid,Male,73.0,1973-08-16,Environmental Tech,Retail,Affluent Customer,N,â£,No,11.0,47566 Old Gate Avenue,3064.0,VIC,Australia,6.0
20198,,,3692,,,,,,,,,,,,Linea,Kubica,Female,47.0,1961-11-05,Business Systems Development Analyst,,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,6.0,9738 Delaware Crossing,2753.0,NSW,Australia,9.0
20199,,,3693,,,,,,,,,,,,Brenna,Raft,Female,58.0,1985-01-19,,Manufacturing,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,21.0,5511 Clove Lane,3153.0,VIC,Australia,7.0
20200,,,3694,,,,,,,,,,,,Antoni,MacAllister,Male,91.0,1984-04-19,,Health,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,10.0,526 Kipling Drive,3193.0,VIC,Australia,11.0
20201,,,3695,,,,,,,,,,,,Lem,Clamp,Male,33.0,1978-02-27,Account Coordinator,Entertainment,Affluent Customer,N,á ,Yes,3.0,9585 Lakeland Avenue,2147.0,NSW,Australia,8.0
20202,,,3696,,,,,,,,,,,,Orlan,Dunning,Male,27.0,1962-12-11,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,15.0,19 Daystar Alley,2761.0,NSW,Australia,8.0
20203,,,3697,,,,,,,,,,,,Zebedee,Christal,Male,47.0,1978-10-10,Recruiting Manager,,Mass Customer,N,ð©ð½,Yes,8.0,2 Union Way,2035.0,NSW,Australia,12.0
20204,,,3698,,,,,,,,,,,,Devon,Baudic,Female,49.0,1995-10-03,Geological Engineer,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,4.0,88 Service Hill,4573.0,QLD,Australia,8.0
20205,,,3699,,,,,,,,,,,,Lillian,Somerfield,Female,40.0,1990-10-08,Recruiting Manager,Manufacturing,Mass Customer,N,(ï½¡â â âï½¡),No,5.0,856 Basil Drive,3064.0,VIC,Australia,5.0
20206,,,3700,,,,,,,,,,,,Lazar,Restall,Male,64.0,1971-09-06,Associate Professor,Entertainment,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,19.0,00 Esker Point,4207.0,QLD,Australia,3.0
20207,,,3701,,,,,,,,,,,,Anstice,Dunsmuir,Female,93.0,1974-01-20,Physical Therapy Assistant,,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,9.0,792 Clyde Gallagher Trail,2120.0,NSW,Australia,10.0
20208,,,3702,,,,,,,,,,,,Floyd,Meharry,Male,74.0,1993-02-18,Biostatistician IV,Health,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10.0,9719 Bobwhite Avenue,2289.0,NSW,Australia,7.0
20209,,,3703,,,,,,,,,,,,Kelvin,Oldford,Male,37.0,1973-06-18,Teacher,Property,Affluent Customer,N,Ù¡Ù¢Ù£,No,9.0,36 Service Lane,2750.0,NSW,Australia,7.0
20210,,,3704,,,,,,,,,,,,Haslett,Ropars,Male,54.0,1975-05-08,Health Coach III,Health,High Net Worth,N,á,Yes,6.0,51158 Mitchell Place,3747.0,VIC,Australia,3.0
20211,,,3705,,,,,,,,,,,,Tedmund,Clawsley,Male,26.0,1971-12-04,,Manufacturing,Mass Customer,N,"__ï¾(,_,*)",Yes,15.0,6 3rd Point,2256.0,NSW,Australia,9.0
20212,,,3706,,,,,,,,,,,,Darby,Jellett,Male,20.0,1966-04-03,Assistant Professor,Argiculture,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,10.0,828 Cascade Crossing,3196.0,VIC,Australia,9.0
20213,,,3707,,,,,,,,,,,,Marten,Posnette,Male,10.0,1993-05-16,Senior Editor,Retail,Mass Customer,N,100,Yes,4.0,2099 Elmside Parkway,3165.0,VIC,Australia,10.0
20214,,,3708,,,,,,,,,,,,Lois,Laskey,Female,72.0,1963-05-15,Cost Accountant,Financial Services,Mass Customer,N,-100,No,19.0,6407 Pierstorff Center,4209.0,QLD,Australia,6.0
20215,,,3709,,,,,,,,,,,,Lilly,Roubay,Female,31.0,1955-03-31,GIS Technical Architect,Health,Mass Customer,N,â©testâ©,No,8.0,18 Stephen Center,3189.0,VIC,Australia,10.0
20216,,,3710,,,,,,,,,,,,Sallyann,Stangoe,Female,12.0,1974-08-22,Physical Therapy Assistant,,Mass Customer,N,"'""''''""",No,13.0,5147 Kensington Pass,2204.0,NSW,Australia,9.0
20217,,,3711,,,,,,,,,,,,Ellene,Scinelli,Female,61.0,1961-05-04,Associate Professor,Manufacturing,Affluent Customer,N,0/0,Yes,9.0,7740 Crescent Oaks Circle,4350.0,QLD,Australia,5.0
20218,,,3712,,,,,,,,,,,,Esmeralda,Klousner,Female,22.0,1957-07-12,Recruiting Manager,Financial Services,Mass Customer,N,â¦testâ§,No,19.0,03742 Granby Parkway,2768.0,NSW,Australia,9.0
20219,,,3713,,,,,,,,,,,,Cynthy,Snoad,Female,72.0,1993-02-03,,Telecommunications,High Net Worth,N,á ,Yes,8.0,37 Tennessee Way,4078.0,QLD,Australia,5.0
20220,,,3714,,,,,,,,,,,,Lemuel,Gerram,Male,83.0,1962-03-30,VP Sales,Manufacturing,Mass Customer,N,1/0,No,6.0,0616 Messerschmidt Place,2350.0,NSW,Australia,4.0
20221,,,3715,,,,,,,,,,,,Willow,Rusbridge,Female,19.0,1974-11-08,Computer Systems Analyst I,Argiculture,High Net Worth,N,"<>?:""{}|_+",Yes,10.0,25 Melvin Junction,3064.0,VIC,Australia,6.0
20222,,,3716,,,,,,,,,,,,Kari,Bamlett,Female,81.0,1998-08-24,,Retail,Affluent Customer,N,ã,No,1.0,650 Barby Street,2023.0,NSW,Australia,12.0
20223,,,3717,,,,,,,,,,,,Arlin,Woollacott,Male,88.0,1958-12-07,Senior Financial Analyst,Financial Services,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,18.0,63795 Logan Junction,3805.0,VIC,Australia,7.0
20224,,,3718,,,,,,,,,,,,Damiano,,U,22.0,,Geologist IV,IT,Mass Customer,N,,Yes,0.0,506 Tennyson Avenue,4118.0,QLD,Australia,9.0
20225,,,3719,,,,,,,,,,,,Dorette,Attridge,Female,26.0,1956-10-19,Sales Representative,Retail,Mass Customer,N,âââ,No,6.0,7 Shasta Terrace,2821.0,NSW,Australia,2.0
20226,,,3720,,,,,,,,,,,,Adelice,Tams,Female,23.0,1972-08-15,,,Mass Customer,N,â¡,No,15.0,61 Shoshone Alley,3150.0,VIC,Australia,10.0
20227,,,3721,,,,,,,,,,,,Merrili,Potticary,Female,84.0,1994-10-13,Senior Quality Engineer,Financial Services,Mass Customer,N,",./;'[]\-=",Yes,7.0,3241 Rigney Place,3337.0,VIC,Australia,4.0
20228,,,3722,,,,,,,,,,,,Merilee,Hammerson,Female,69.0,1975-11-07,,Retail,Mass Customer,N,ðµ ð ð ð,No,7.0,65885 Maple Hill,3072.0,VIC,Australia,10.0
20229,,,3723,,,,,,,,,,,,Justine,Pirt,Female,31.0,1993-10-22,Accountant II,Financial Services,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,7.0,310 Cody Street,2125.0,NSW,Australia,11.0
20230,,,3724,,,,,,,,,,,,Griffith,Minor,Male,24.0,1976-03-23,,IT,Affluent Customer,N,,No,9.0,7650 Stone Corner Avenue,3201.0,VIC,Australia,5.0
20231,,,3725,,,,,,,,,,,,Elisha,Venny,Male,37.0,1970-07-21,Research Assistant II,,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,5.0,6033 Blaine Court,2075.0,NSW,Australia,12.0
20232,,,3726,,,,,,,,,,,,Ange,Austick,Female,36.0,1976-06-17,GIS Technical Architect,Property,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,19.0,515 Fallview Way,2484.0,NSW,Australia,8.0
20233,,,3727,,,,,,,,,,,,Eba,Youle,U,65.0,,Assistant Professor,IT,Mass Customer,N,,No,0.0,757 International Road,3158.0,VIC,Australia,8.0
20234,,,3728,,,,,,,,,,,,Chanda,Garmons,Female,27.0,1986-09-01,Technical Writer,Property,Affluent Customer,N,,Yes,21.0,0 Declaration Center,2250.0,NSW,Australia,10.0
20235,,,3729,,,,,,,,,,,,Armand,McNish,Male,6.0,1960-12-16,Financial Analyst,Financial Services,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,19.0,1 Parkside Avenue,3109.0,VIC,Australia,10.0
20236,,,3730,,,,,,,,,,,,Joann,Clemson,Female,85.0,1960-02-18,Junior Executive,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,6.0,73128 Pearson Pass,4132.0,QLD,Australia,4.0
20237,,,3731,,,,,,,,,,,,Jandy,Rodgers,Female,91.0,1991-10-27,Chief Design Engineer,,Mass Customer,N,,No,8.0,1940 Morning Circle,2765.0,NSW,Australia,9.0
20238,,,3732,,,,,,,,,,,,Shawn,De Hooge,Female,47.0,1992-06-07,Research Associate,Manufacturing,Mass Customer,N,100,No,2.0,18 Chinook Plaza,2756.0,NSW,Australia,9.0
20239,,,3733,,,,,,,,,,,,Shelden,Rodenburg,Male,70.0,1977-11-01,,,Mass Customer,N,â°â´âµ,No,11.0,7912 Jana Lane,2194.0,NSW,Australia,8.0
20240,,,3734,,,,,,,,,,,,Trixi,Wickes,Female,46.0,1977-01-07,Help Desk Technician,Manufacturing,Mass Customer,N,-100,No,21.0,534 Arrowood Trail,4212.0,QLD,Australia,8.0
20241,,,3735,,,,,,,,,,,,Cchaddie,Heffron,Male,91.0,1961-12-02,Senior Quality Engineer,Entertainment,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,15.0,79 Butterfield Street,2016.0,NSW,Australia,11.0
20242,,,3736,,,,,,,,,,,,Charles,Brounfield,Male,64.0,1992-03-13,Senior Developer,Argiculture,Mass Customer,N,',Yes,10.0,789 Alpine Lane,2390.0,NSW,Australia,8.0
20243,,,3737,,,,,,,,,,,,Elyssa,De Witt,Female,86.0,1981-03-21,Design Engineer,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,No,8.0,4178 Bartelt Parkway,2505.0,NSW,Australia,8.0
20244,,,3738,,,,,,,,,,,,Lucila,Smalls,Female,19.0,1959-12-19,Professor,Financial Services,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,19.0,44 Londonderry Parkway,2164.0,NSW,Australia,10.0
20245,,,3739,,,,,,,,,,,,Gates,Nelthorpe,Female,59.0,1991-08-27,Environmental Tech,IT,High Net Worth,N,"""'",No,5.0,712 Sage Park,3149.0,VIC,Australia,9.0
20246,,,3740,,,,,,,,,,,,Rania,Poulter,Female,82.0,1979-12-03,Dental Hygienist,Health,Mass Customer,N,Ù¡Ù¢Ù£,No,8.0,88987 Dexter Park,2806.0,NSW,Australia,1.0
20247,,,3741,,,,,,,,,,,,Mollee,Jeavons,Female,19.0,1970-02-01,Nurse,,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,16.0,52 Helena Lane,2192.0,NSW,Australia,10.0
20248,,,3742,,,,,,,,,,,,Veda,Faill,Female,79.0,1961-11-09,Editor,Property,High Net Worth,N,â°â´âµâââ,Yes,16.0,3 High Crossing Parkway,3006.0,VIC,Australia,7.0
20249,,,3743,,,,,,,,,,,,Riki,Aimable,Female,85.0,1986-08-02,Tax Accountant,Property,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,22.0,45 Fordem Court,3191.0,VIC,Australia,10.0
20250,,,3744,,,,,,,,,,,,Franchot,Loeber,Male,57.0,1981-01-05,,Financial Services,Mass Customer,N,-0.5,Yes,9.0,82583 North Hill,2528.0,NSW,Australia,7.0
20251,,,3745,,,,,,,,,,,,Randy,Duligall,Female,90.0,1977-12-05,Dental Hygienist,Health,Mass Customer,N,ï»¿,Yes,20.0,79 Crescent Oaks Court,2806.0,NSW,Australia,1.0
20252,,,3746,,,,,,,,,,,,Thaddeus,McLurg,Male,64.0,1961-09-01,Developer II,,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,16.0,1 Utah Alley,2232.0,NSW,Australia,10.0
20253,,,3747,,,,,,,,,,,,Valerye,Yukhtin,Female,8.0,1990-02-24,Web Developer IV,Manufacturing,Mass Customer,N,1,Yes,10.0,353 Donald Street,3199.0,VIC,Australia,7.0
20254,,,3748,,,,,,,,,,,,Maurise,Beal,Male,82.0,1956-01-10,Staff Scientist,,Affluent Customer,N,åè£½æ¼¢èª,Yes,18.0,86 Fairfield Alley,2558.0,NSW,Australia,8.0
20255,,,3749,,,,,,,,,,,,Blondelle,Swynley,Female,3.0,2001-04-21,,IT,Affluent Customer,N,!@#$%^&*(),No,1.0,33 Sugar Alley,2060.0,NSW,Australia,12.0
20256,,,3750,,,,,,,,,,,,Yanaton,Beacom,Male,78.0,1972-04-14,Chemical Engineer,Manufacturing,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,6.0,92 Northridge Park,2450.0,NSW,Australia,4.0
20257,,,3751,,,,,,,,,,,,Millicent,Nacci,Female,44.0,1978-12-28,Environmental Specialist,,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,13.0,1 Algoma Trail,4213.0,QLD,Australia,6.0
20258,,,3752,,,,,,,,,,,,Peta,Nunes Nabarro,Female,67.0,1961-09-15,Administrative Assistant I,Argiculture,Affluent Customer,N,,Yes,16.0,08261 Aberg Junction,2176.0,NSW,Australia,9.0
20259,,,3753,,,,,,,,,,,,Ebony,Peagrim,Female,16.0,1997-08-21,Office Assistant II,Manufacturing,Mass Customer,N,â¦testâ§,No,3.0,549 Randy Point,2560.0,NSW,Australia,7.0
20260,,,3754,,,,,,,,,,,,Emmy,MacGibbon,Female,74.0,1961-02-16,,Telecommunications,Mass Customer,N,-100,No,19.0,09295 Judy Terrace,2753.0,NSW,Australia,8.0
20261,,,3755,,,,,,,,,,,,Stephen,Garnar,Male,38.0,1994-05-10,Chief Design Engineer,Financial Services,High Net Worth,N,nil,Yes,7.0,78 Southridge Parkway,2257.0,NSW,Australia,9.0
20262,,,3756,,,,,,,,,,,,Barry,,Male,22.0,1977-07-08,,,Affluent Customer,N,-1,No,10.0,04 Oakridge Drive,4123.0,QLD,Australia,9.0
20263,,,3757,,,,,,,,,,,,Hyacinthia,Crain,Female,75.0,1999-09-12,Information Systems Manager,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,2.0,20101 Prentice Terrace,2074.0,NSW,Australia,11.0
20264,,,3758,,,,,,,,,,,,Naomi,Whiles,Female,71.0,1959-07-30,Recruiting Manager,Telecommunications,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,12.0,498 Golf Parkway,2144.0,NSW,Australia,10.0
20265,,,3759,,,,,,,,,,,,Sue,Batstone,Female,68.0,1995-03-04,Programmer IV,Property,Mass Customer,N,â°â´âµ,Yes,4.0,23 West Crossing,3192.0,VIC,Australia,7.0
20266,,,3760,,,,,,,,,,,,Bryana,Vennart,Female,73.0,1976-06-09,,Financial Services,Mass Customer,N,â£,No,18.0,011 Johnson Park,3121.0,VIC,Australia,11.0
20267,,,3761,,,,,,,,,,,,Zarla,Seyers,Female,87.0,1973-07-20,Biostatistician II,Telecommunications,Mass Customer,N,<script>alert('hi')</script>,Yes,13.0,5 Atwood Crossing,2321.0,NSW,Australia,3.0
20268,,,3762,,,,,,,,,,,,Marinna,Ors,Female,48.0,1967-03-22,,Property,Mass Customer,N,nil,No,14.0,28008 Mesta Lane,2767.0,NSW,Australia,9.0
20269,,,3763,,,,,,,,,,,,Law,Jore,Male,37.0,1981-01-27,Quality Control Specialist,,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,20.0,1 Dixon Way,3072.0,VIC,Australia,5.0
20270,,,3764,,,,,,,,,,,,Nonie,Newson,Female,29.0,1957-05-06,Cost Accountant,Financial Services,Mass Customer,N,,Yes,15.0,31446 5th Court,3064.0,VIC,Australia,4.0
20271,,,3765,,,,,,,,,,,,Bobbe,Lomaz,Female,20.0,1963-06-01,Automation Specialist IV,Property,Mass Customer,N,ð©ð½,No,18.0,8397 Holy Cross Parkway,2087.0,NSW,Australia,11.0
20272,,,3766,,,,,,,,,,,,Marcos,Algar,Male,47.0,1970-04-13,Desktop Support Technician,Financial Services,Mass Customer,N,"<>?:""{}|_+",Yes,19.0,85958 Bartillon Way,3201.0,VIC,Australia,6.0
20273,,,3767,,,,,,,,,,,,Man,Bigglestone,Male,25.0,1982-09-14,Web Developer IV,,High Net Worth,N,"'""''''""",No,16.0,877 Corben Center,2500.0,NSW,Australia,7.0
20274,,,3768,,,,,,,,,,,,Christina,Grevatt,Female,44.0,1971-01-17,Senior Financial Analyst,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,14.0,6 Maple Wood Junction,4012.0,QLD,Australia,7.0
20275,,,3769,,,,,,,,,,,,Kerry,Wooldridge,Male,40.0,1993-01-19,Desktop Support Technician,Health,High Net Worth,N,-1,Yes,5.0,5304 Oneill Pass,2117.0,NSW,Australia,10.0
20276,,,3770,,,,,,,,,,,,Caddric,Ruddiforth,Male,54.0,1988-02-02,Legal Assistant,Argiculture,Mass Customer,N,"""'",No,17.0,884 Packers Junction,2034.0,NSW,Australia,10.0
20277,,,3771,,,,,,,,,,,,Pippy,Matysiak,Female,78.0,1974-09-08,Electrical Engineer,Manufacturing,Mass Customer,N,1,No,17.0,95 East Road,2093.0,NSW,Australia,9.0
20278,,,3772,,,,,,,,,,,,Anselma,Rennie,Female,45.0,1999-02-07,Physical Therapy Assistant,Manufacturing,Mass Customer,N,"'""''''""",Yes,2.0,9932 Atwood Center,2011.0,NSW,Australia,10.0
20279,,,3773,,,,,,,,,,,,Wadsworth,Ruselin,Male,44.0,1976-02-06,Accountant I,,Affluent Customer,N,<script>alert('hi')</script>,Yes,18.0,1929 Crowley Drive,4034.0,QLD,Australia,7.0
20280,,,3774,,,,,,,,,,,,Elizabeth,Christy,Female,38.0,1998-11-07,Statistician I,Property,High Net Worth,N,100,No,2.0,70 West Plaza,3020.0,VIC,Australia,8.0
20281,,,3775,,,,,,,,,,,,Avie,Cleator,Female,16.0,1985-02-13,,Health,Affluent Customer,N,-100,No,8.0,7 Norway Maple Avenue,4172.0,QLD,Australia,5.0
20282,,,3776,,,,,,,,,,,,Kennie,Baszniak,Male,46.0,1977-05-02,Recruiter,Retail,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,19.0,54285 Annamark Way,3977.0,VIC,Australia,6.0
20283,,,3777,,,,,,,,,,,,Letty,Giacobelli,Female,13.0,1969-06-12,Cost Accountant,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,6.0,761 Carioca Drive,4226.0,QLD,Australia,7.0
20284,,,3778,,,,,,,,,,,,Ilaire,Redborn,Male,99.0,1971-06-09,Dental Hygienist,Health,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,10.0,69131 Kipling Alley,3351.0,VIC,Australia,4.0
20285,,,3779,,,,,,,,,,,,Ulick,Daspar,U,68.0,,,IT,Affluent Customer,N,,No,0.0,3052 Green Drive,3142.0,VIC,Australia,11.0
20286,,,3780,,,,,,,,,,,,Mitchel,Bellefant,Male,10.0,1993-11-01,Desktop Support Technician,Financial Services,High Net Worth,N,1,No,8.0,33331 Corry Road,2560.0,NSW,Australia,8.0
20287,,,3781,,,,,,,,,,,,Karalee,Hosten,Female,30.0,1961-10-16,Graphic Designer,Retail,Mass Customer,N,â°â´âµâââ,Yes,12.0,69 Porter Parkway,4128.0,QLD,Australia,7.0
20288,,,3782,,,,,,,,,,,,Elijah,Drillot,Male,12.0,1973-06-13,Environmental Specialist,Financial Services,Mass Customer,N,ï¼ï¼ï¼,No,11.0,934 Dwight Park,2280.0,NSW,Australia,7.0
20289,,,3783,,,,,,,,,,,,Eachelle,Girardey,Female,61.0,1974-08-29,Compensation Analyst,Financial Services,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,7.0,27784 Hansons Trail,3078.0,VIC,Australia,11.0
20290,,,3784,,,,,,,,,,,,Davie,Moscon,Male,56.0,1983-06-04,,Financial Services,High Net Worth,N,1,No,13.0,464 Acker Way,2756.0,NSW,Australia,9.0
20291,,,3785,,,,,,,,,,,,Fernande,Jahan,Female,93.0,1969-04-09,Compensation Analyst,Financial Services,Affluent Customer,N,â°â´âµâââ,No,14.0,53533 Dakota Pass,2077.0,NSW,Australia,10.0
20292,,,3786,,,,,,,,,,,,Barnie,Blenkensop,Male,12.0,1985-12-28,Systems Administrator IV,,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,No,22.0,546 Summerview Center,2074.0,NSW,Australia,11.0
20293,,,3787,,,,,,,,,,,,Mariejeanne,Kelling,Female,1.0,1965-10-06,Systems Administrator III,Manufacturing,High Net Worth,N,âªâªtestâª,No,6.0,1 Carey Crossing,2047.0,NSW,Australia,10.0
20294,,,3788,,,,,,,,,,,,Wilie,Glanton,Female,73.0,1962-07-21,Environmental Specialist,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,18.0,7524 David Place,2850.0,NSW,Australia,3.0
20295,,,3789,,,,,,,,,,,,Conn,Westberg,Male,52.0,1956-08-08,Civil Engineer,Manufacturing,Mass Customer,N,ðµ ð ð ð,Yes,6.0,7 Granby Crossing,3083.0,VIC,Australia,9.0
20296,,,3790,,,,,,,,,,,,Kurtis,Morson,Male,91.0,1959-05-31,Senior Editor,Retail,Mass Customer,Y,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,9.0,8681 Dennis Pass,3215.0,VIC,Australia,3.0
20297,,,3791,,,,,,,,,,,,Bertrand,Sissons,Male,17.0,1993-05-26,Quality Control Specialist,Health,Affluent Customer,N,,No,6.0,1 Pankratz Circle,3083.0,VIC,Australia,8.0
20298,,,3792,,,,,,,,,,,,Ingunna,Loxston,Female,81.0,1976-04-16,VP Marketing,Financial Services,Affluent Customer,N,2018-02-01 00:00:00,Yes,5.0,9904 Oakridge Parkway,4370.0,QLD,Australia,3.0
20299,,,3793,,,,,,,,,,,,Shannen,Pitcock,Female,49.0,1957-05-12,Engineer IV,,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,15.0,249 Anderson Street,2153.0,NSW,Australia,10.0
20300,,,3794,,,,,,,,,,,,Dorrie,Paige,Female,47.0,1994-07-06,,IT,Mass Customer,N,1/0,No,2.0,3463 Merchant Trail,3152.0,VIC,Australia,10.0
20301,,,3795,,,,,,,,,,,,Taylor,Dollimore,Male,88.0,1956-06-24,Systems Administrator III,Argiculture,High Net Worth,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,5.0,699 Hudson Road,2138.0,NSW,Australia,9.0
20302,,,3796,,,,,,,,,,,,Morgen,Sieghart,Male,51.0,1965-07-27,Paralegal,Financial Services,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,9.0,9 Dwight Drive,2710.0,NSW,Australia,1.0
20303,,,3797,,,,,,,,,,,,Kriste,Oldall,Female,76.0,1979-08-18,Occupational Therapist,Health,Affluent Customer,N,"<>?:""{}|_+",Yes,4.0,13 Colorado Lane,2099.0,NSW,Australia,9.0
20304,,,3798,,,,,,,,,,,,Yorker,Dennison,Male,13.0,1968-02-22,,Manufacturing,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,17.0,39946 Kenwood Court,3070.0,VIC,Australia,9.0
20305,,,3799,,,,,,,,,,,,Violetta,Monnery,Female,94.0,1971-01-28,Tax Accountant,Property,High Net Worth,N,",./;'[]\-=",No,18.0,72204 Springs Way,3104.0,VIC,Australia,12.0
20306,,,3800,,,,,,,,,,,,Morena,Ayer,Female,19.0,1980-10-28,Environmental Tech,,High Net Worth,N,é¨è½æ ¼,No,15.0,365 Jenifer Point,4116.0,QLD,Australia,7.0
