,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude,years_since_1st_DOB
4462,Marcellina,Baynton,Female,60,Software Engineer III,Financial Services,Mass Customer,N,No,16,10,0.48,0.48,0.6,0.51,455,0.8925,"South Yarra, Melbourne, City of Stonnington, 3141, Victoria, Australia",-37.833488149333334,144.98763507133333,11.550992470910336
4463,Gregorius,Leal,Male,7,unknown,Retail,Affluent Customer,N,Yes,21,12,0.88,1.1,1.375,1.375,455,0.8925,"Kensington, Eastern Suburbs, Sydney, Randwick City Council, 2033, New South Wales, Australia",-33.91171620140187,151.2220130228972,15.685147159479808
4464,Deana,Canton,Female,67,unknown,Property,Mass Customer,N,Yes,14,3,0.4,0.5,0.5,0.425,455,0.8925,"Redbank Plains, Greater Brisbane, 4301, Queensland, Australia",-27.63144824718101,152.86786219881304,39.26078028747433
4465,Kori,Sparsholt,Female,59,Office Assistant II,unknown,Mass Customer,N,Yes,19,9,0.73,0.9125,1.140625,0.96953125,455,0.8925,"West Hoxton, Sydney, Liverpool City Council, 2171, New South Wales, Australia",-33.928422025,150.8455841675,4.741957563312799
4466,Lucky,Klainman,Female,24,Chief Design Engineer,Retail,Mass Customer,N,No,8,4,1.02,1.02,1.02,0.867,455,0.8925,"Wandong, Shire of Mitchell, 3758, Victoria, Australia",-37.365041033333334,145.03729873333333,12.262833675564682
4467,Erasmus,Olenchenko,Male,56,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,7,0.79,0.9875,0.9875,0.839375,464,0.8906249999999999,"Byangum, Tweed Shire Council, 2484, New South Wales, Australia",-28.348628712230216,153.37071840431653,29.453798767967147
4468,Carita,Sand,Female,25,Quality Engineer,Retail,Mass Customer,N,No,16,11,0.81,0.81,1.0125,0.8606250000000001,464,0.8906249999999999,"Castle Hill, Hills District, Sydney, The Hills Shire Council, 2154, New South Wales, Australia",-33.74146436155277,151.00700687545327,41.57700205338809
4469,Lynnett,Tipper,Female,22,Social Worker,Health,High Net Worth,N,Yes,2,10,0.92,1.15,1.4375,1.4375,466,0.89,"Doncaster East, Melbourne, City of Manningham, 3109, Victoria, Australia",-37.781626107166126,145.16264573941368,57.949349760438054
4470,Thorn,Stigers,Male,42,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,8,1.08,1.08,1.08,0.918,466,0.89,"Algester, Greater Brisbane, 4115, Queensland, Australia",-27.625791736356877,153.03163566313756,36.7419575633128
4471,Lela,Billing,Female,38,Programmer Analyst III,unknown,Mass Customer,N,Yes,18,7,0.51,0.6375,0.6375,0.541875,468,0.8898437499999999,"Buxton, Wollondilly Shire Council, 2571, New South Wales, Australia",-34.2497698310212,150.54212887129094,35.32101300479124
4472,Norah,Mapis,Female,75,Assistant Manager,Argiculture,Mass Customer,N,No,10,9,0.42,0.42,0.525,0.44625,468,0.8898437499999999,"Central Coast Council, 2263, New South Wales, Australia",-33.25735617045454,151.52765257954545,65.30047912388775
4473,Moina,Rosenbaum,Female,50,Graphic Designer,IT,Mass Customer,N,No,14,10,1.07,1.07,1.3375,1.136875,468,0.8898437499999999,"Doncaster East, Melbourne, City of Manningham, 3109, Victoria, Australia",-37.781626107166126,145.16264573941368,65.95208761122518
4474,Ceciley,Harg,Female,50,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,7,0.49,0.6125,0.6125,0.520625,471,0.8875,"Murarrie, Greater Brisbane, 4172, Queensland, Australia",-27.460619139393938,153.09949988683982,55.15947980835045
4475,Torry,de la Valette Parisot,Male,95,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,9,0.44,0.55,0.6875,0.584375,471,0.8875,"Clayton, Melbourne, City of Monash, 3168, Victoria, Australia",-37.91216869380888,145.13965690699865,31.55920602327173
4476,Sigismund,Sedger,Male,9,Accountant II,Manufacturing,Affluent Customer,N,No,7,10,0.71,0.71,0.8875,0.8875,473,0.884,"Beaumont Hills, Hills District, Sydney, The Hills Shire Council, 2155, New South Wales, Australia",-33.688336075428566,150.93352293571428,64.27104722792608
4477,Irvine,Headon,Male,99,Geologist III,IT,Affluent Customer,N,Yes,20,5,0.68,0.8500000000000001,1.0625,1.0625,473,0.884,"Woodberry, Newcastle-Maitland, Maitland City Council, 2322, New South Wales, Australia",-32.79315640845948,151.66476013704363,20.6652977412731
4478,Laurie,,Male,31,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,10,1.0,1.25,1.5625,1.328125,475,0.8818749999999999,"Riverwood, Sydney, Canterbury-Bankstown Council, 2210, New South Wales, Australia",-33.953696321052625,151.05703039605262,43.931553730321696
4479,Tomkin,Bernlin,Male,7,Food Chemist,Health,Affluent Customer,N,Yes,9,3,0.49,0.6125,0.6125,0.6125,475,0.8818749999999999,"Lismore City Council, 2480, New South Wales, Australia",-28.744889709197654,153.28644421409,66.35455167693361
4480,Genni,Fanstone,Female,25,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,10,0.68,0.68,0.8500000000000001,0.7225,475,0.8818749999999999,"Mount Waverley, Melbourne, City of Monash, 3149, Victoria, Australia",-37.882926468264706,145.13663315214706,36.936344969199176
4481,Blondie,,Female,43,Actuary,Financial Services,High Net Worth,N,No,11,8,0.79,0.79,0.79,0.79,478,0.88,"Ingleburn, Sydney, Campbelltown City Council, 2565, New South Wales, Australia",-33.990684245454545,150.8593788242424,60.114989733059545
4482,Aloysius,Killingsworth,Male,89,VP Quality Control,unknown,Mass Customer,N,No,12,9,0.9,0.9,1.125,0.95625,478,0.88,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152,21.4839151266256
4483,Carola,Philler,Female,73,Dental Hygienist,Health,High Net Worth,N,No,15,7,1.05,1.05,1.05,1.05,478,0.88,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152,15.68788501026694
4484,Fitzgerald,Hellikes,Male,25,Media Manager IV,Health,Mass Customer,N,Yes,10,7,0.83,1.0375,1.0375,0.8818749999999999,478,0.88,"Essendon, Melbourne, City of Moonee Valley, 3040, Victoria, Australia",-37.750057084210525,144.9183687877193,43.931553730321696
4485,Ingmar,Okenden,Male,97,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,2,0.64,0.8,1.0,0.85,478,0.88,"Belmont, Geelong, City of Greater Geelong, 3216, Victoria, Australia",-38.17780916218679,144.33467780546695,23.523613963039015
4486,Tina,Dunstan,Female,13,Account Representative IV,Retail,Affluent Customer,N,No,13,7,1.04,1.04,1.04,1.04,483,0.8765625,"West Hoxton, Sydney, Liverpool City Council, 2171, New South Wales, Australia",-33.928422025,150.8455841675,3.5373032169746748
4487,Huberto,Mollatt,Male,82,Programmer IV,unknown,Mass Customer,N,Yes,14,7,0.93,1.1625,1.453125,1.23515625,483,0.8765625,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735,26.015058179329227
4488,Georgi,,Male,29,Assistant Manager,Manufacturing,High Net Worth,N,No,11,4,1.06,1.06,1.06,1.06,485,0.8755,"Rippleside, City of Greater Geelong, 3215, Victoria, Australia",-38.124826355649716,144.35287963347457,34.39835728952772
4489,Adolpho,Bellerby,Male,46,VP Sales,Financial Services,High Net Worth,N,Yes,13,4,1.1,1.375,1.375,1.375,486,0.875,"Ipswich, Greater Brisbane, 4305, Queensland, Australia",-27.63190560792683,152.7519049567073,9.177275838466803
4490,Kelsey,Hatt,Female,69,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,6,0.86,0.86,0.86,0.86,486,0.875,"Mount Eliza, Melbourne, Shire of Mornington Peninsula, 3930, Victoria, Australia",-38.181527043169396,145.09021552349728,30.847364818617386
4491,Lucien,,Male,83,unknown,Financial Services,High Net Worth,N,Yes,19,3,0.59,0.7374999999999999,0.921875,0.921875,486,0.875,"Ipswich, Greater Brisbane, 4305, Queensland, Australia",-27.63190560792683,152.7519049567073,31.06365503080082
4492,Ariel,McCloid,Male,4,Human Resources Manager,unknown,High Net Worth,N,Yes,6,1,0.68,0.8500000000000001,0.8500000000000001,0.8500000000000001,486,0.875,"Shepparton, City of Greater Shepparton, 3630, Victoria, Australia",-36.39465728652482,145.40824810496454,58.55715263518138
4493,Bevvy,Openshaw,Female,68,Staff Scientist,unknown,Affluent Customer,N,Yes,10,3,0.92,1.15,1.15,1.15,486,0.875,"Medowie, Port Stephens Council, 2318, New South Wales, Australia",-32.763508192753626,151.87877661594203,39.813826146475016
4494,Alexina,Mabley,Female,72,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9,0.85,1.0625,1.328125,1.12890625,486,0.875,"Tahmoor, Wollondilly Shire Council, 2573, New South Wales, Australia",-34.227337708,150.58690805999998,40.139630390143736
4495,Dawn,Pyffe,Female,56,Media Manager III,Retail,Mass Customer,N,No,11,8,0.6,0.6,0.6,0.51,492,0.8712499999999999,"Boronia, Melbourne, City of Knox, 3155, Victoria, Australia",-37.86239128047619,145.26078493103176,29.765913757700204
4496,Claudette,Renackowna,Female,55,Administrative Officer,Manufacturing,Mass Customer,N,No,2,8,0.98,0.98,0.98,0.833,492,0.8712499999999999,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975,60.473648186173854
4497,Elianora,Poolton,Female,15,Programmer II,unknown,Mass Customer,N,Yes,21,9,0.84,1.05,1.3125,1.115625,494,0.867,"Ringwood, Melbourne, City of Maroondah, 3134, Victoria, Australia",-37.812032118818685,145.22561935737178,8.813141683778234
4498,Park,,Male,39,Nurse Practicioner,IT,Affluent Customer,N,No,14,7,0.59,0.59,0.59,0.59,495,0.86328125,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054,42.21492128678987
4499,Anthony,Lindstrom,Male,86,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,10,0.48,0.6,0.75,0.75,495,0.86328125,"Turrella, St George, Sydney, Bayside Council, 2205, New South Wales, Australia",-33.931443199442384,151.1429007210037,62.195756331279945
4500,Liane,Poizer,Female,59,Analyst Programmer,Property,High Net Worth,N,No,13,11,0.89,0.89,1.1125,1.1125,495,0.86328125,"Wahroonga, Sydney, Ku-ring-gai Council, 2076, New South Wales, Australia",-33.7143721,151.1136189826087,16.70362765229295
4501,Romonda,Hallt,Female,69,Operator,unknown,Affluent Customer,N,No,15,4,0.54,0.54,0.54,0.54,498,0.8606250000000001,"Lismore City Council, 2480, New South Wales, Australia",-28.744889709197654,153.28644421409,24.71457905544148
4502,Sula,Thomann,Female,56,Assistant Manager,unknown,Mass Customer,N,No,6,9,0.73,0.73,0.9125,0.775625,498,0.8606250000000001,"Merrylands, Sydney, Cumberland City Council, 2160, New South Wales, Australia",-33.832454518823525,150.9796508117647,53.568788501026695
4503,Renell,Earley,Female,5,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,5,0.97,1.2125,1.2125,1.030625,500,0.86,"Bulimba, Greater Brisbane, 4171, Queensland, Australia",-27.455870752434187,153.06117781869816,19.16495550992471
4504,Cliff,Philipsson,Male,82,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,10,0.87,0.87,1.0875,0.924375,500,0.86,"Mount Waverley, Melbourne, City of Monash, 3149, Victoria, Australia",-37.882926468264706,145.13663315214706,31.449691991786448
4505,Clevey,Aisthorpe,Male,27,Software Consultant,unknown,Mass Customer,N,Yes,8,9,0.94,1.175,1.46875,1.2484375,502,0.8584999999999999,"Pyrmont, Sydney, Council of the City of Sydney, 2009, New South Wales, Australia",-33.86993744155844,151.19277017272728,41.08145106091718
4506,Cariotta,,Female,10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,7,1.06,1.325,1.325,1.325,502,0.8584999999999999,"Albion Park, Shellharbour City Council, 2527, New South Wales, Australia",-34.57737459761905,150.7751717952381,38.992470910335385
4507,George,Jose,Male,68,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,4,0.86,1.075,1.075,1.075,504,0.8500000000000001,"Sun Valley, Gladstone Regional, 4680, Queensland, Australia",-23.88059455732484,151.257054888535,25.32785763175907
4508,Kissiah,Foat,Female,30,Graphic Designer,unknown,Mass Customer,N,Yes,19,9,0.78,0.975,1.21875,1.0359375,504,0.8500000000000001,"Lake Macquarie City Council, 2281, New South Wales, Australia",-33.10596604347826,151.63335041304347,40.054757015742645
4509,Milty,Brauninger,Male,13,Payment Adjustment Coordinator,unknown,High Net Worth,N,No,11,7,0.69,0.69,0.69,0.69,504,0.8500000000000001,"Albury, Albury City Council, 2640, New South Wales, Australia",-36.08442952193627,146.9198178882353,9.883641341546886
4510,Killian,Nettles,Male,44,Marketing Assistant,unknown,Affluent Customer,N,No,4,7,0.97,0.97,0.97,0.97,507,0.85,"Hallam, Melbourne, City of Casey, 3803, Victoria, Australia",-38.0088494,145.27003892000002,45.02943189596167
4511,Fredia,Favelle,Female,94,Teacher,unknown,Mass Customer,N,Yes,19,8,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,507,0.85,"Banyo, Greater Brisbane, 4014, Queensland, Australia",-27.374862635222293,153.0787849629618,39.01984941820671
4512,Katleen,Arnoult,Female,6,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,9,0.62,0.775,0.96875,0.8234374999999999,507,0.85,"Lane Cove, Sydney, Lane Cove Municipal Council, 2066, New South Wales, Australia",-33.814083736190476,151.1690533295238,41.25941136208077
4513,Gaultiero,Fibbens,Male,41,Help Desk Technician,unknown,Affluent Customer,N,No,9,11,0.58,0.58,0.725,0.725,507,0.85,"Maroubra, Sydney, Randwick City Council, 2035, New South Wales, Australia",-33.94194296551724,151.2362829,44.56125941136208
4514,Inglebert,Aspinal,Male,4,Financial Analyst,Financial Services,Mass Customer,N,No,11,8,0.46,0.46,0.46,0.391,507,0.85,"Greenfield Park, Sydney, Fairfield City Council, 2176, New South Wales, Australia",-33.87290172272728,150.89283182727272,38.143737166324435
4515,Jammal,Devenny,Male,57,Marketing Manager,Retail,High Net Worth,N,No,12,9,0.91,0.91,1.1375,1.1375,507,0.85,"Wantirna South, Melbourne, City of Knox, 3152, Victoria, Australia",-37.8685622346357,145.231173572286,63.72621492128679
4516,Adriane,Richardson,Female,81,Data Coordiator,Manufacturing,High Net Worth,N,No,9,8,0.55,0.55,0.6875,0.6875,513,0.8415,"Northcote, Melbourne, City of Darebin, 3070, Victoria, Australia",-37.775803399709304,145.00165119796512,40.550308008213555
4517,Jodi,Lermit,Female,94,unknown,Health,Mass Customer,N,Yes,10,2,0.85,1.0625,1.328125,1.12890625,513,0.8415,"Kippa-Ring, Greater Brisbane, City of Moreton Bay, 4021, Queensland, Australia",-27.226748071428574,153.0873275,18.442162902121833
4518,Emelia,Ackwood,Female,72,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,9,1.04,1.3,1.625,1.38125,515,0.839375,"North Stradbroke Island, Greater Brisbane, Redland City, 4183, Queensland, Australia",-27.44358971,153.49313686,53.1088295687885
4519,Andee,Huke,Female,91,unknown,Manufacturing,Mass Customer,N,No,9,2,1.08,1.08,1.35,1.1475,515,0.839375,"Heyfield, Shire of Wellington, 3858, Victoria, Australia",-37.96505183076923,146.774466825,35.84941820670773
4520,Isa,Fominov,Male,75,Physical Therapy Assistant,unknown,Mass Customer,N,Yes,5,9,0.76,0.95,1.1875,1.009375,515,0.839375,"Surry Hills, Sydney, Council of the City of Sydney, 2010, New South Wales, Australia",-33.88344055090909,151.2136974878788,65.83162217659138
4521,Zabrina,Margram,Female,87,unknown,Manufacturing,High Net Worth,N,Yes,11,8,0.71,0.8875,1.109375,1.109375,515,0.839375,"Everton Park, Brisbane City, 4053, Queensland, Australia",-27.400341640507786,152.99259794829774,28.73100616016427
4522,Maddalena,Angood,Female,79,unknown,Manufacturing,Affluent Customer,N,No,12,4,0.86,0.86,0.86,0.86,515,0.839375,"Rutherford, Newcastle-Maitland, Maitland City Council, 2320, New South Wales, Australia",-32.71527579095331,151.48495248628404,63.931553730321696
4523,Sofie,Worsfold,Female,87,Environmental Tech,Retail,Mass Customer,N,Yes,9,6,1.1,1.375,1.71875,1.4609375,520,0.8375,"Park Ridge, Greater Brisbane, 4125, Queensland, Australia",-27.7055463444668,153.06605414305835,19.123887748117728
4524,Elmira,Vasilyev,Female,33,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,9,0.76,0.76,0.95,0.95,520,0.8375,"Ultimo, Sydney, Council of the City of Sydney, 2007, New South Wales, Australia",-33.88002094444444,151.19753476419754,16.145106091718002
4525,Free,Rowland,Male,42,unknown,unknown,Mass Customer,N,Yes,12,8,0.58,0.725,0.725,0.61625,520,0.8375,"Mount Evelyn, Melbourne, Shire of Yarra Ranges, 3796, Victoria, Australia",-37.790184789171974,145.38067994203823,20.736481861738536
4526,Worthington,Cohane,Male,60,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,12,0.56,0.56,0.7000000000000001,0.7000000000000001,520,0.8375,"Sydney, Council of the City of Sydney, 2000, New South Wales, Australia",-33.86953581253012,151.2067318185542,55.422313483915126
4527,Bailey,Bereford,Male,44,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,6,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,524,0.83671875,"Port Macquarie, Port Macquarie-Hastings Council, 2444, New South Wales, Australia",-31.450577566292136,152.88563635337078,15.107460643394935
4528,Perry,Whitehurst,Male,79,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,7,0.7,0.875,0.875,0.875,524,0.83671875,"Boronia, Melbourne, City of Knox, 3155, Victoria, Australia",-37.86239128047619,145.26078493103176,44.76933607118412
4529,Antony,Tuma,Male,11,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,10,1.1,1.375,1.71875,1.71875,526,0.833,"Alphington, Melbourne, City of Darebin, 3078, Victoria, Australia",-37.781420204,145.028272204,18.548939082819988
4530,Corene,Hallgate,Female,26,unknown,Financial Services,Mass Customer,N,Yes,14,12,0.7,0.875,1.09375,0.9296875,526,0.833,"Balwyn, Melbourne, City of Boroondara, 3103, Victoria, Australia",-37.809507689830504,145.08143109830507,29.21013004791239
4531,Nico,Chadwick,Male,97,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,8,0.77,0.77,0.9625,0.9625,526,0.833,"Highett, Melbourne, City of Bayside, 3190, Victoria, Australia",-37.95311834612245,145.0371776534694,17.754962354551676
4532,Joline,Skipperbottom,Female,59,Desktop Support Technician,unknown,High Net Worth,N,No,9,9,1.02,1.02,1.275,1.275,529,0.83,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536,36.84873374401095
4533,Ivy,Farr,Female,56,Office Assistant IV,IT,High Net Worth,N,No,19,11,0.58,0.58,0.725,0.725,530,0.8287500000000001,"Thornleigh, Sydney, The Council of the Shire of Hornsby, 2120, New South Wales, Australia",-33.72917043783784,151.07704645405406,37.86447638603696
4534,Dallas,Lavalde,Female,18,Product Engineer,unknown,Mass Customer,N,No,12,4,0.89,0.89,0.89,0.7565,530,0.8287500000000001,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763,63.3264887063655
4535,Amabel,,Female,71,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,6,0.6,0.75,0.75,0.6375,530,0.8287500000000001,"Auburn, Sydney, Cumberland City Council, 2144, New South Wales, Australia",-33.852195029545456,151.02934721363638,46.064339493497606
4536,Hilario,McCulloch,Male,61,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,8,0.7,0.7,0.7,0.595,530,0.8287500000000001,"North Melbourne, Melbourne, City of Melbourne, 3051, Victoria, Australia",-37.801343718097016,144.9491405522388,50.38740588637919
4537,Jim,Haddrell,Male,55,Associate Professor,Financial Services,Mass Customer,N,No,9,3,0.82,0.82,0.82,0.697,530,0.8287500000000001,"Uralla, Uralla Shire Council, 2358, New South Wales, Australia",-30.62423555,151.464587309375,19.627652292950035
4538,Jacobo,Mucklow,Male,62,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,8,0.67,0.8375,0.8375,0.8375,530,0.8287500000000001,"Hawthorn, Melbourne, City of Boroondara, 3122, Victoria, Australia",-37.82555367970112,145.03332694557906,17.286789869952088
4539,Gretel,Paschke,Female,10,Editor,Financial Services,Mass Customer,N,Yes,17,7,0.76,0.95,0.95,0.8075,536,0.8250000000000001,"Mount Ommaney, Greater Brisbane, 4074, Queensland, Australia",-27.550620099175912,152.92531438875858,20.76933607118412
4540,Jethro,Mertel,Male,16,Software Consultant,Argiculture,Mass Customer,N,Yes,15,6,0.81,1.0125,1.0125,0.8606250000000001,536,0.8250000000000001,"Budgewoi, Central Coast Council, 2262, New South Wales, Australia",-33.22919529259259,151.5433024,43.30184804928131
4541,Dwain,Hatch,Male,62,Marketing Assistant,Health,Affluent Customer,N,No,15,8,1.05,1.05,1.05,1.05,536,0.8250000000000001,"Altona Meadows, Melbourne, City of Hobsons Bay, 3028, Victoria, Australia",-37.87507051873508,144.76626202678997,59.23613963039014
4542,Lucretia,D'Agostini,Female,41,Database Administrator III,Manufacturing,High Net Worth,N,No,15,7,0.66,0.66,0.66,0.66,536,0.8250000000000001,"Elsternwick, Melbourne, City of Glen Eira, 3185, Victoria, Australia",-37.881301675,145.00134058611113,43.31279945242984
4543,Claude,Bowstead,Female,37,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,12,0.82,0.82,1.025,0.8712499999999999,536,0.8250000000000001,"Kogarah, St George, Sydney, Georges River Council, 2217, New South Wales, Australia",-33.97418083728814,151.13714098644067,62.27241615331965
4544,Donn,MacGregor,Male,80,Civil Engineer,Manufacturing,High Net Worth,N,No,5,10,0.86,0.86,1.075,1.075,536,0.8250000000000001,"Five Dock, Inner West, Sydney, City of Canada Bay Council, 2046, New South Wales, Australia",-33.86407893225806,151.12736497096773,29.66735112936345
4545,Laurel,Devennie,Female,78,VP Product Management,Manufacturing,Affluent Customer,N,No,13,5,0.66,0.66,0.66,0.66,536,0.8250000000000001,"Murphys Creek, Lockyer Valley Regional, 4352, Queensland, Australia",-27.47489170810811,151.9876341945946,41.09514031485284
4546,Elvira,Darthe,Female,10,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,9,0.58,0.58,0.725,0.725,536,0.8250000000000001,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716,39.62765229295003
4547,Angie,Tansley,Male,68,VP Sales,Manufacturing,Mass Customer,N,No,8,7,0.82,0.82,0.82,0.697,544,0.8245,"Port Macquarie, Port Macquarie-Hastings Council, 2444, New South Wales, Australia",-31.450577566292136,152.88563635337078,15.274469541409994
4548,Terrence,Dalligan,Male,60,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,6,0.89,1.1125,1.1125,1.1125,544,0.8245,"Frankston North, Melbourne, City of Frankston, 3200, Victoria, Australia",-38.1228524,145.1609788,62.496919917864474
4549,Katy,Crooke,Female,0,Food Chemist,Health,Mass Customer,N,No,13,12,0.5,0.5,0.625,0.53125,546,0.8234374999999999,"Gladesville, Sydney, Council of the City of Ryde, 2111, New South Wales, Australia",-33.834665338461534,151.13145686538462,41.856262833675565
4550,Sammy,Borsi,Female,99,Accountant III,Financial Services,Mass Customer,N,No,5,7,0.52,0.52,0.65,0.5525,546,0.8234374999999999,"Kotara, Newcastle-Maitland, Newcastle City Council, 2289, New South Wales, Australia",-32.94104969473685,151.70896056666666,36.681724845995895
4551,Morganica,Ainsbury,Female,37,Senior Editor,Entertainment,High Net Worth,N,Yes,9,10,0.5,0.625,0.78125,0.78125,546,0.8234374999999999,"North Parramatta, Sydney, City of Parramatta Council, 2151, New South Wales, Australia",-33.79891945270833,151.00789812770833,37.37713894592745
4552,Nils,Champion,Male,69,Programmer III,Retail,Affluent Customer,N,No,13,9,0.54,0.54,0.675,0.675,549,0.82,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264,48.87337440109514
4553,Beverlee,Querree,Female,42,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,12,0.41,0.5125,0.640625,0.640625,549,0.82,"St Ives, Sydney, Ku-ring-gai Council, 2075, New South Wales, Australia",-33.72460685223881,151.16111380547264,55.663244353182755
4554,Cami,Eitter,Female,34,Professor,Manufacturing,High Net Worth,N,Yes,11,9,1.05,1.3125,1.640625,1.640625,551,0.818125,"Heidelberg Heights, Melbourne, City of Banyule, 3081, Victoria, Australia",-37.73602758211382,145.04962472845529,43.36755646817249
4555,Reiko,Degenhardt,Female,83,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,6,0.55,0.6875,0.859375,0.859375,552,0.816,"South Maclean, Greater Brisbane, 4280, Queensland, Australia",-27.811029426086957,152.97775998043477,40.40246406570842
4556,Cord,Dunsmore,Male,12,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,3,1.0,1.25,1.25,1.0625,552,0.816,"Redbank Plains, Greater Brisbane, 4301, Queensland, Australia",-27.63144824718101,152.86786219881304,63.663244353182755
4557,Gabey,Kennicott,Female,55,Developer I,Financial Services,Affluent Customer,N,No,17,6,0.96,0.96,0.96,0.96,552,0.816,"Woodberry, Newcastle-Maitland, Maitland City Council, 2322, New South Wales, Australia",-32.79315640845948,151.66476013704363,22.72689938398357
4558,Jacqui,Devey,Female,79,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,555,0.8125,"Central Coast Council, 2261, New South Wales, Australia",-33.35283748787879,151.4686788909091,60.10951403148528
4559,Byrom,Ramas,Male,23,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,7,0.57,0.57,0.57,0.57,555,0.8125,"Warilla, Shellharbour City Council, 2528, New South Wales, Australia",-34.554397119565216,150.85909015217393,58.19849418206708
4560,Worthington,Ahmed,Male,79,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,3,0.48,0.48,0.48,0.48,555,0.8125,"Rockbank, Melbourne, City of Melton, 3335, Victoria, Australia",-37.72691188421053,144.65474682631577,36.5886379192334
4561,Chico,Dye,Male,46,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,9,0.87,0.87,1.0875,1.0875,555,0.8125,"Cordeaux Heights, Wollongong City Council, 2526, New South Wales, Australia",-34.441239932258064,150.8306849903226,58.455852156057496
4562,Davidde,Cockroft,Male,70,Geological Engineer,Manufacturing,High Net Worth,N,No,8,12,1.05,1.05,1.3125,1.3125,555,0.8125,"Dural, Sydney, The Hills Shire Council, 2158, New South Wales, Australia",-33.70632882941176,151.0289754254902,11.663244353182751
4563,Charlie,Dmych,Male,60,Account Coordinator,Manufacturing,High Net Worth,N,No,13,6,0.83,0.83,0.83,0.83,555,0.8125,"Central Coast Council, 2263, New South Wales, Australia",-33.25735617045454,151.52765257954545,14.60643394934976
4564,Donn,Chaney,Male,15,Research Assistant II,unknown,Mass Customer,N,No,13,3,0.44,0.44,0.44,0.374,561,0.81015625,"Frenchville, Rockhampton Regional, 4701, Queensland, Australia",-23.346988230434782,150.5345745673913,15.43874058863792
4565,Kamila,Parsonage,Female,80,unknown,Property,Mass Customer,N,No,5,8,0.9,0.9,0.9,0.765,562,0.81,"Loganlea, Greater Brisbane, 4131, Queensland, Australia",-27.674654142424245,153.132486669697,18.543463381245722
4566,Barth,Sapshed,Male,4,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,10,0.49,0.6125,0.765625,0.65078125,563,0.8075,"Samford Valley, Greater Brisbane, City of Moreton Bay, 4520, Queensland, Australia",-27.370832762279885,152.86558132177942,58.81724845995893
